"Name","DOI","pdf_link"
"VANBRUGGEN ARIENAHC 2015 PLANT SOIL","10.1007/S11104-014-2312-5","http://link.springer.com/content/pdf/10.1007/s11104-014-2312-5"
"SCHUMACHER THOMASE 2015 ENVIRON. SCI. POLLUT. RES.","10.1007/S11356-014-3922-4","http://link.springer.com/content/pdf/10.1007/s11356-014-3922-4"
"ISLAM RAFIQ 2015 AGRON. SUSTAIN. DEV.","10.1007/S13593-015-0289-Y","http://link.springer.com/content/pdf/10.1007/s13593-015-0289-y"
"CAMPOS-HERRERA RAQUEL 2015 PLANT SOIL","10.1007/S11104-014-2358-4","http://link.springer.com/content/pdf/10.1007/s11104-014-2358-4"
"RICHARDSON ELIZABETHL 2015 INTEGR. ENVIRON. ASSESS. MANAG.","10.1002/IEAM.1580","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fieam.1580"
"SHARPLEY ANDREW 2015 ACTA AGRIC. SCAND. SECT. B-SOIL PLANT SCI.","10.1080/09064710.2014.960444","http://www.tandfonline.com/doi/pdf/10.1080/09064710.2014.960444"
"MARZANO SHIN-YI-LEE 2015 AGRON. J.","10.2134/AGRONJ14.0318","https://dl.sciencesocieties.org/publications/aj/pdfs/107/3/1087"
"HOUSTON WAYNEA 2015 AUSTRAL ENTOMOL.","10.1111/AEN.12115","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Faen.12115"
"BIHARI PRIYANKA 2015 ENVIRON. MONIT. ASSESS.","10.1007/S10661-015-4518-2","http://link.springer.com/content/pdf/10.1007/s10661-015-4518-2"
"JYOT GAGAN 2015 ENVIRON. MONIT. ASSESS.","10.1007/S10661-015-4432-7","http://link.springer.com/content/pdf/10.1007/s10661-015-4432-7"
"DOSSANTOS CRISTIANEALCANTARA 2015 SCI. AGRIC.","10.1590/0103-9016-2013-0274","http://www.scielo.br/pdf/sa/v72n3/0103-9016-sa-72-3-0195.pdf"
"BABA ZA 2015 EMIR. J. FOOD AGRIC.","10.9755/EJFA.2015.04.043","http://www.ejmanager.com/fulltextpdf.php?mno=184672"
"ABBAS ZAFAR 2015 ARCH. AGRON. SOIL SCI.","10.1080/03650340.2014.944512","http://www.tandfonline.com/doi/pdf/10.1080/03650340.2014.944512"
"BALDWIN DARRENS 2015 FRESHW. SCI.","10.1086/681009","http://www.journals.uchicago.edu/doi/pdf/10.1086/681009"
"SRIVASTAVA VAIBHAV 2015 REV. ENVIRON. SCI. BIO-TECHNOL.","10.1007/S11157-014-9352-4","http://link.springer.com/content/pdf/10.1007/s11157-014-9352-4"
"STORKEY JONATHAN 2015 ECOL. APPL.","10.1890/14-1605.1","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1890%2F14-1605.1"
"SEENIVASAN R 2015 ENVIRON. GEOCHEM. HEALTH","10.1007/S10653-014-9674-8","http://link.springer.com/content/pdf/10.1007/s10653-014-9674-8.pdf"
"O'DEA JUSTINK 2015 NUTR. CYCL. AGROECOSYST.","10.1007/S10705-015-9687-4","http://link.springer.com/content/pdf/10.1007/s10705-015-9687-4"
"PASS DANIELANTONY 2015 ENVIRON. MICROBIOL.","10.1111/1462-2920.12712","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2F1462-2920.12712"
"RUSSELL JR 2015 J. ANIM. SCI.","10.2527/JAS.2014-8787","https://www.animalsciencepublications.org/publications/jas/pdfs/93/6/2626"
"IRIZAR AMAIA 2015 ECOTOXICOLOGY","10.1007/S10646-015-1441-9","http://link.springer.com/content/pdf/10.1007/s10646-015-1441-9"
"ANDERSON RANDYL 2015 AGRON. SUSTAIN. DEV.","10.1007/S13593-015-0292-3","http://link.springer.com/content/pdf/10.1007/s13593-015-0292-3"
"KETTERINGS QUIRINEM 2015 AGRON. J.","10.2134/AGRONJ14.0385","https://dl.sciencesocieties.org/publications/aj/pdfs/107/4/1365"
"MCBRATNEY ALEX 2015 SOIL SCI. PLANT NUTR.","10.1080/00380768.2015.1071060","http://www.tandfonline.com/doi/pdf/10.1080/00380768.2015.1071060"
"ALAM FARIDUL 2015 SOIL SCI. PLANT NUTR.","10.1080/00380768.2015.1030690","http://www.tandfonline.com/doi/pdf/10.1080/00380768.2015.1030690"
"RANGEL DRAUZIOEN 2015 CURR. GENET.","10.1007/S00294-015-0500-3","http://link.springer.com/content/pdf/10.1007/s00294-015-0500-3"
"KHALIQ ABDUL 2015 CLEAN-SOIL AIR WATER","10.1002/CLEN.201400776","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fclen.201400776"
"POMAZKINA LV 2015 EURASIAN SOIL SCI.","10.1134/S1064229315080037","http://link.springer.com/content/pdf/10.1134/S1064229315080037"
"SHARMA KUHUK 2015 URBAN ECOSYST.","10.1007/S11252-014-0432-6","http://link.springer.com/content/pdf/10.1007/s11252-014-0432-6"
"ADHIKARI GOPI 2015 WATER AIR SOIL POLLUT.","10.1007/S11270-015-2563-7","http://link.springer.com/content/pdf/10.1007/s11270-015-2563-7"
"BAHEMMAT MAHDI 2015 ENVIRON. EARTH SCI.","10.1007/S12665-015-4429-0","http://link.springer.com/content/pdf/10.1007/s12665-015-4429-0"
"KARLEN DL 2015 J. SOIL WATER CONSERV.","10.2489/JSWC.70.5.279","https://syndication.highwire.org/content/doi/10.2489/jswc.70.5.279"
"SVORAY TAL 2015 SOIL SCI. SOC. AM. J.","10.2136/SSSAJ2014.09.0371","https://dl.sciencesocieties.org/publications/sssaj/pdfs/79/5/1420"
"MONDAL TANUSHREE 2015 ARCH. AGRON. SOIL SCI.","10.1080/03650340.2014.1000877","http://www.tandfonline.com/doi/pdf/10.1080/03650340.2014.1000877"
"ZABOROWSKA MAGDALENA 2015 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2015.1069311","http://www.tandfonline.com/doi/pdf/10.1080/00103624.2015.1069311"
"BENBI DK 2015 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2015.1069322","http://www.tandfonline.com/doi/pdf/10.1080/00103624.2015.1069322"
"ZHAO LIANG 2015 BIOL. FERTIL. SOILS","10.1007/S00374-015-1024-1","http://link.springer.com/content/pdf/10.1007/s00374-015-1024-1"
"FRANKE-WHITTLE INGRIDH 2015 PLANT SOIL","10.1007/S11104-015-2562-X","http://link.springer.com/content/pdf/10.1007/s11104-015-2562-x"
"RIVEROLL-LARIOS JESSICA 2015 WATER AIR SOIL POLLUT.","10.1007/S11270-015-2621-1","http://link.springer.com/content/pdf/10.1007/s11270-015-2621-1"
"MURTAZA GHULAM 2015 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2015.1081695","http://www.tandfonline.com/doi/pdf/10.1080/00103624.2015.1081695"
"RAJA R 2015 ENVIRON. MONIT. ASSESS.","10.1007/S10661-015-4902-Y","http://link.springer.com/content/pdf/10.1007/s10661-015-4902-y"
"SINHA SUBODHKUMAR 2015 APPL. BIOCHEM. BIOTECHNOL.","10.1007/S12010-015-1815-8","http://link.springer.com/content/pdf/10.1007/s12010-015-1815-8"
"HIVELY WD 2015 J. SOIL WATER CONSERV.","10.2489/JSWC.70.6.340","https://syndication.highwire.org/content/doi/10.2489/jswc.70.6.340"
"ARBUCKLE JR 2015 J. SOIL WATER CONSERV.","10.2489/JSWC.70.6.418","https://syndication.highwire.org/content/doi/10.2489/jswc.70.6.418"
"LI CHUN 2015 PLANT SOIL","10.1007/S11104-015-2570-X","http://link.springer.com/content/pdf/10.1007/s11104-015-2570-x.pdf"
"GRAY JONATHANM 2015 SOIL SCI. SOC. AM. J.","10.2136/SSSAJ2015.06.0224","https://dl.sciencesocieties.org/publications/sssaj/pdfs/79/6/1741"
"KUMAR RAKESH 2015 J. PLANT NUTR.","10.1080/01904167.2014.988355","http://www.tandfonline.com/doi/pdf/10.1080/01904167.2014.988355"
"BHATTACHARYYA T 2015 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2015.1089265","http://www.tandfonline.com/doi/pdf/10.1080/00103624.2015.1089265"
"BURDOCK ROBERTP 2015 NUTR. CYCL. AGROECOSYST.","10.1007/S10705-015-9739-9","http://link.springer.com/content/pdf/10.1007/s10705-015-9739-9"
"CAMPBELL ELEANORE 2015 ENVIRON. RES. LETT.","10.1088/1748-9326/10/12/123004","http://stacks.iop.org/1748-9326/10/i=12/a=123004/pdf"
"GALITSKAYA POLINA 2015 J. PLANT NUTR. SOIL SCI.","10.1002/JPLN.201400641","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fjpln.201400641"
"ELDRIDGE DAVIDJ 2015 ECOHYDROLOGY","10.1002/ECO.1600","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Feco.1600"
"ABRAHAM JOSHUA 2016 EXP. AGRIC.","10.1017/S0014479714000544","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S0014479714000544"
"SINGH PRADYUMNAKUMAR 2016 PLANT GROWTH REGUL.","10.1007/S10725-015-0070-X","http://link.springer.com/content/pdf/10.1007/s10725-015-0070-x.pdf"
"YANG XING 2016 ENVIRON. SCI. POLLUT. RES.","10.1007/S11356-015-4233-0","http://link.springer.com/content/pdf/10.1007/s11356-015-4233-0.pdf"
"VANBRUGGEN ARIENAHC 2016 PEST MANAG. SCI.","10.1002/PS.4145","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fps.4145"
"NG LC 2016 COMPOST SCI. UTIL.","10.1080/1065657X.2015.1076750","http://www.tandfonline.com/doi/pdf/10.1080/1065657X.2015.1076750"
"BRIAR SHABEGS 2016 NA","10.1007/978-3-319-26803-3\_5","http://link.springer.com/content/pdf/10.1007/978-3-319-26803-3_5"
"CARLISLE LIZ 2016 AGROECOL. SUSTAIN. FOOD SYST.","10.1080/21683565.2016.1156596","http://www.tandfonline.com/doi/pdf/10.1080/21683565.2016.1156596"
"CLAY SHARONA 2016 J. ENVIRON. SCI. HEALTH PART B-PESTIC. CONTAM. AGRIC. WASTES","10.1080/03601234.2016.1170540","http://www.tandfonline.com/doi/pdf/10.1080/03601234.2016.1170540"
"BHATTACHARJYA SUDESHNA 2016 ARCH. AGRON. SOIL SCI.","10.1080/03650340.2015.1118760","http://www.tandfonline.com/doi/pdf/10.1080/03650340.2015.1118760"
"ZWICKLE S 2016 AGROECOL. SUSTAIN. FOOD SYST.","10.1080/21683565.2016.1166170","http://www.tandfonline.com/doi/pdf/10.1080/21683565.2016.1166170"
"BARUAH ANUSHREE 2016 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2016.1178764","http://www.tandfonline.com/doi/pdf/10.1080/00103624.2016.1178764"
"GUMMA MURALIKRISHNA 2016 INT. J. DIGIT. EARTH","10.1080/17538947.2016.1168489","http://www.tandfonline.com/doi/pdf/10.1080/17538947.2016.1168489"
"LU CAIYUN 2016 SOIL RES.","10.1071/SR15123","http://www.publish.csiro.au/SR/pdf/SR15123"
"KOLEVA L 2016 NA","10.17660/ACTAHORTIC.2016.1139.127","http://www.actahort.org/members/showpdf?booknrarnr=1139_127"
"LAL R 2016 NA","10.17660/ACTAHORTIC.2016.1118.13","http://www.actahort.org/members/showpdf?booknrarnr=1118_13"
"JOHN KSUSAN 2016 NA","10.17660/ACTAHORTIC.2016.1118.29","http://www.actahort.org/members/showpdf?booknrarnr=1118_29"
"SWAIN SC 2016 J. PLANT NUTR.","10.1080/01904167.2016.1187751","http://www.tandfonline.com/doi/pdf/10.1080/01904167.2016.1187751"
"SPANU MICHELE 2016 J. ELECTROMAGN. WAVES APPL.","10.1080/09205071.2016.1249802","http://www.tandfonline.com/doi/pdf/10.1080/10256018808623883"
"VANBRUGGEN AHC 2016 ANNU. REV. PHYTOPATHOL.","10.1146/ANNUREV-PHYTO-080615-100123","http://www.annualreviews.org/doi/pdf/10.1146/annurev-phyto-080615-100123"
"MANDAL SANCHITA 2016 CRIT. REV. ENVIRON. SCI. TECHNOL.","10.1080/10643389.2016.1239975","http://www.tandfonline.com/doi/pdf/10.1080/10643389.2016.1239975"
"AITKENHEAD MATT 2016 NA","10.1007/978-3-319-28295-4\_7","http://link.springer.com/content/pdf/10.1007/978-3-319-28295-4_7"
"ELRASHIDI MOUSTAFA 2016 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2016.1254787","http://www.tandfonline.com/doi/pdf/10.1080/00103624.2016.1254787"
"PANDEY S 2016 NA","10.17660/ACTAHORTIC.2016.1123.6","http://www.actahort.org/members/showpdf?booknrarnr=1123_6"
"JOVICICH E 2016 NA","10.17660/ACTAHORTIC.2016.1123.18","http://www.actahort.org/members/showpdf?booknrarnr=1123_18"
"AKINSANMI OA 2016 NA","10.17660/ACTAHORTIC.2016.1109.33","http://www.actahort.org/members/showpdf?booknrarnr=1109_33"
"CONNELLAN GJ 2016 NA","10.17660/ACTAHORTIC.2016.1108.19","http://www.actahort.org/members/showpdf?booknrarnr=1108_19"
"BUSTAMANTE SJCASTRO 2016 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2016.1232095","https://www.tandfonline.com/doi/pdf/10.1080/00103624.2016.1232095"
"MONDAL SURAJIT 2016 SOIL RES.","10.1071/SR15346","http://www.publish.csiro.au/SR/pdf/SR15346"
"FORGE T 2016 NA","10.17660/ACTAHORTIC.2016.1146.13","http://www.actahort.org/members/showpdf?booknrarnr=1146_13"
"YANG XIHUA 2016 NA","10.1109/IGARSS.2016.7729800","http://xplorestaging.ieee.org/ielx7/7592514/7728980/07729800.pdf?arnumber=7729800"
"PRASAD V 2016 NA","10.17660/ACTAHORTIC.2016.1129.5","http://www.actahort.org/members/showpdf?booknrarnr=1129_5"
"SHARMA RAVICHANDRA 2016 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2015.1089260","http://www.tandfonline.com/doi/pdf/10.1080/00103624.2015.1089260"
"YADAV SHAILENDRAKUMAR 2016 J. PLANT NUTR.","10.1080/01904167.2015.1109115","http://www.tandfonline.com/doi/pdf/10.1080/01904167.2015.1109115"
"ROJAS RONALDVARGAS 2016 ENVIRON. EARTH SCI.","10.1007/S12665-015-5099-7","http://link.springer.com/content/pdf/10.1007/s12665-015-5099-7.pdf"
"ORCHARD PETERW 2016 LANDSC. ECOL.","10.1007/S10980-015-0251-Z","http://link.springer.com/content/pdf/10.1007/s10980-015-0251-z.pdf"
"RINCON-FLOREZ VIVIANA 2016 BIOL. FERTIL. SOILS","10.1007/S00374-015-1066-4","http://link.springer.com/content/pdf/10.1007/s00374-015-1066-4.pdf"
"SAHRAWAT KANWARL 2016 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2015.1122804","http://www.tandfonline.com/doi/pdf/10.1080/00103624.2015.1122804"
"SOFI JA 2016 ENVIRON. MONIT. ASSESS.","10.1007/S10661-016-5154-1","http://link.springer.com/content/pdf/10.1007/s10661-016-5154-1.pdf"
"AMBROSINI ADRIANA 2016 PLANT SOIL","10.1007/S11104-015-2727-7","http://link.springer.com/content/pdf/10.1007/s11104-015-2727-7.pdf"
"BARROWCLOUGH M 2016 J. SOIL WATER CONSERV.","10.2489/JSWC.71.2.91","https://syndication.highwire.org/content/doi/10.2489/jswc.71.2.91"
"MORROW JASONG 2016 SOIL SCI. SOC. AM. J.","10.2136/SSSAJ2015.08.0308","https://dl.sciencesocieties.org/publications/sssaj/pdfs/80/2/450"
"LATZ ELLEN 2016 SCI REP","10.1038/SREP23584","http://www.nature.com/articles/srep23584.pdf"
"GREEN HILARY 2016 J. SCI. FOOD AGRIC.","10.1002/JSFA.7554","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fjsfa.7554"
"YI YONGMIN 2016 WATER AIR SOIL POLLUT.","10.1007/S11270-016-2804-4","http://link.springer.com/content/pdf/10.1007/s11270-016-2804-4.pdf"
"SAHA AJOY 2016 ENVIRON. EARTH SCI.","10.1007/S12665-015-5116-X","http://link.springer.com/content/pdf/10.1007/s12665-015-5116-x.pdf"
"ZHAO YUNCHEN 2016 ENVIRON. SCI. POLLUT. RES.","10.1007/S11356-015-5828-1","http://link.springer.com/content/pdf/10.1007/s11356-015-5828-1.pdf"
"QIN SHU-HAO 2016 ARID LAND RES. MANAG.","10.1080/15324982.2015.1033066","http://www.tandfonline.com/doi/pdf/10.1080/15324982.2015.1033066"
"GLIESSMAN STEVE 2016 AGROECOL. SUSTAIN. FOOD SYST.","10.1080/21683565.2016.1140103","http://www.tandfonline.com/doi/pdf/10.1080/21683565.2016.1140103"
"LUGATO EMANUELE 2016 GLOB. CHANGE BIOL.","10.1111/GCB.13198","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fgcb.13198"
"SANGEETH KP 2016 CRIT. REV. MICROBIOL.","10.3109/1040841X.2014.958433","http://www.tandfonline.com/doi/pdf/10.3109/1040841X.2014.958433"
"WOLFARTH FRIEDERIKE 2016 PLANT SOIL","10.1007/S11104-015-2772-2","http://link.springer.com/content/pdf/10.1007/s11104-015-2772-2.pdf"
"BROWN JOELR 2016 J. SOIL WATER CONSERV.","10.2489/JSWC.71.3.55A","https://syndication.highwire.org/content/doi/10.2489/jswc.71.3.55A"
"BONNER I 2016 J. SOIL WATER CONSERV.","10.2489/JSWC.71.3.182","https://syndication.highwire.org/content/doi/10.2489/jswc.71.3.182"
"YIRSAW BIRUCKDESALEGN 2016 ENVIRON. SCI. POLLUT. RES.","10.1007/S11356-016-6193-4","http://link.springer.com/content/pdf/10.1007/s11356-016-6193-4.pdf"
"BIAN RONGJUN 2016 ENVIRON. SCI. POLLUT. RES.","10.1007/S11356-016-6214-3","http://link.springer.com/content/pdf/10.1007/s11356-016-6214-3.pdf"
"WYSZKOWSKA JADWIGA 2016 J. ENVIRON. SCI. HEALTH PART B-PESTIC. CONTAM. AGRIC. WASTES","10.1080/10934529.2015.1128726","http://www.tandfonline.com/doi/pdf/10.1080/10934529.2015.1128726"
"NOVAK JM 2016 BIOENERGY RES.","10.1007/S12155-016-9720-8","http://link.springer.com/content/pdf/10.1007/s12155-016-9720-8.pdf"
"VENKATESWARLU KADIYALA 2016 REV. ENVIRON. SCI. BIO-TECHNOL.","10.1007/S11157-016-9398-6","http://link.springer.com/content/pdf/10.1007/s11157-016-9398-6.pdf"
"BOULDIN JENNIFERL 2016 BULL. ENVIRON. CONTAM. TOXICOL.","10.1007/S00128-016-1744-4","http://link.springer.com/content/pdf/10.1007/s00128-016-1744-4.pdf"
"ABELLA SCOTTR 2016 J. FISH WILDL. MANAG.","10.3996/052015-JFWM-046","http://www.fwspubs.org/doi/pdf/10.3996/052015-JFWM-046"
"VERMA SANJEETK 2016 CLEAN-SOIL AIR WATER","10.1002/CLEN.201400639","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fclen.201400639"
"HADDIX MICHELLEL 2016 GLOB. CHANGE BIOL.","10.1111/GCB.13237","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fgcb.13237"
"KUMAR SHRVAN 2016 AGRIC. RES.","10.1007/S40003-016-0205-Y","http://link.springer.com/content/pdf/10.1007/s40003-016-0205-y.pdf"
"HE WENXIANG 2016 ENVIRON. MONIT. ASSESS.","10.1007/S10661-016-5416-Y","http://link.springer.com/content/pdf/10.1007/s10661-016-5416-y.pdf"
"ZABOROWSKA MAGDALENA 2016 ENVIRON. MONIT. ASSESS.","10.1007/S10661-016-5399-8","http://link.springer.com/content/pdf/10.1007/s10661-016-5399-8.pdf"
"WINOWIECKI LEIGH 2016 NUTR. CYCL. AGROECOSYST.","10.1007/S10705-015-9750-1","http://link.springer.com/content/pdf/10.1007/s10705-015-9750-1.pdf"
"GARCIA-SANCHEZ MERCEDES 2016 ENVIRON. SCI. POLLUT. RES.","10.1007/S11356-016-6591-7","http://link.springer.com/content/pdf/10.1007/s11356-016-6591-7.pdf"
"PEREZ-BRANDAN C 2016 PLANT SOIL ENVIRON.","10.17221/19/2016-PSE","http://www.agriculturejournals.cz/publicFiles/190181.pdf"
"ROACH ERIKA 2016 CROP SCI.","10.2135/CROPSCI2015.08.0488","https://dl.sciencesocieties.org/publications/cs/pdfs/56/4/1841"
"HARVEY PJ 2016 ENVIRON. GEOCHEM. HEALTH","10.1007/S10653-015-9779-8","http://link.springer.com/content/pdf/10.1007/s10653-015-9779-8.pdf"
"PARK BYEONG-YONG 2016 PLANT PATHOL. J.","10.5423/PPJ.OA.12.2015.0272","http://ocean.kisti.re.kr/downfile/crosscheck/kspp/JAKO201627037746482.pdf"
"ROJAS RONALDVARGAS 2016 ENVIRON. EARTH SCI.","10.1007/S12665-016-5891-Z","http://link.springer.com/content/pdf/10.1007/s12665-016-5891-z.pdf"
"MUNOZ-ROJAS MIRIAM 2016 RESTOR. ECOL.","10.1111/REC.12368","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Frec.12368"
"DONG LINLIN 2016 SCI REP","10.1038/SREP31802","http://www.nature.com/articles/srep31802.pdf"
"PANDIAN KANNAN 2016 ARCH. AGRON. SOIL SCI.","10.1080/03650340.2016.1139086","http://www.tandfonline.com/doi/pdf/10.1080/03650340.2016.1139086"
"HASSAN TU 2016 PLANT BIOL.","10.1111/PLB.12477","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fplb.12477"
"LEE SOOK-KUAN 2016 APPL. MICROBIOL. BIOTECHNOL.","10.1007/S00253-016-7582-9","http://link.springer.com/content/pdf/10.1007/s00253-016-7582-9.pdf"
"SVOMA BM 2016 J. SOIL WATER CONSERV.","10.2489/JSWC.71.5.377","https://syndication.highwire.org/content/doi/10.2489/jswc.71.5.377"
"TYLER HL 2016 J. SOIL WATER CONSERV.","10.2489/JSWC.71.5.396","https://syndication.highwire.org/content/doi/10.2489/jswc.71.5.396"
"STEFANOSKI DIANECRISTINA 2016 PESQUI. AGROPECU. BRAS.","10.1590/S0100-204X2016000900064","http://www.scielo.br/pdf/pab/v51n9/0100-204X-pab-51-09-1643.pdf"
"SIMONIN MARIE 2016 SCI REP","10.1038/SREP33643","http://www.nature.com/articles/srep33643.pdf"
"KARUNAKARAN V 2016 EXP. AGRIC.","10.1017/S0014479715000289","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S0014479715000289"
"RAJPER AHSANM 2016 AGROFOR. SYST.","10.1007/S10457-016-9895-1","http://link.springer.com/content/pdf/10.1007/s10457-016-9895-1.pdf"
"LABABPOUR A 2016 INT. J. ENVIRON. SCI. TECHNOL.","10.1007/S13762-016-1074-4","http://link.springer.com/content/pdf/10.1007/s13762-016-1074-4.pdf"
"PANWAR MEENU 2016 PHYSIOL. MOL. BIOL. PLANTS","10.1007/S12298-016-0376-9","http://link.springer.com/content/pdf/10.1007/s12298-016-0376-9.pdf"
"BLAZIER MICHAELA 2016 J. VIS. EXP.","10.3791/54614","http://www.jove.com/video/54614/assessment-labile-organic-carbon-soil-using-sequential-fumigation"
"WANG WENHUI 2016 SCI REP","10.1038/SREP35046","http://www.nature.com/articles/srep35046.pdf"
"VALVERDE JOSER 2016 PLOS ONE","10.1371/JOURNAL.PONE.0165204","http://dx.plos.org/10.1371/journal.pone.0165204"
"WOLDE B 2016 J. SOIL WATER CONSERV.","10.2489/JSWC.71.6.476","https://syndication.highwire.org/content/doi/10.2489/jswc.71.6.476"
"ANZA M 2016 ENVIRON. MONIT. ASSESS.","10.1007/S10661-016-5649-9","http://link.springer.com/content/pdf/10.1007/s10661-016-5649-9.pdf"
"BARUAH ANUSHREE 2016 WATER AIR SOIL POLLUT.","10.1007/S11270-016-3111-9","http://link.springer.com/content/pdf/10.1007/s11270-016-3111-9.pdf"
"LAL RATTAN 2016 FOOD ENERGY SECUR.","10.1002/FES3.96","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Ffes3.96"
"LAL RATTAN 2016 FOOD ENERGY SECUR.","10.1002/FES3.99","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Ffes3.99"
"YANNI SANDRAF 2016 SOIL SCI. SOC. AM. J.","10.2136/SSSAJ2016.07.0214","https://dl.sciencesocieties.org/publications/sssaj/pdfs/80/6/1653"
"WU LINKUN 2016 FRONT. MICROBIOL.","10.3389/FMICB.2016.01788","http://journal.frontiersin.org/article/10.3389/fmicb.2016.01788/full"
"WANG LEI 2016 FRONT. MICROBIOL.","10.3389/FMICB.2016.01893","http://journal.frontiersin.org/article/10.3389/fmicb.2016.01893/full"
"SATAPUTE PRAVEEN 2016 ANN. MICROBIOL.","10.1007/S13213-016-1222-6","http://link.springer.com/content/pdf/10.1007/s13213-016-1222-6.pdf"
"ADEJUMOBI MA 2016 ENVIRON. MONIT. ASSESS.","10.1007/S10661-016-5628-1","http://link.springer.com/content/pdf/10.1007/s10661-016-5628-1.pdf"
"WALDMAN KURTB 2016 FOOD SECUR.","10.1007/S12571-016-0616-4","http://link.springer.com/content/pdf/10.1007/s12571-016-0616-4.pdf"
"LEHMAN RMICHAEL 2016 BIOENERGY RES.","10.1007/S12155-016-9754-Y","http://link.springer.com/content/pdf/10.1007/s12155-016-9754-y.pdf"
"MCBRATNEY ALEXB 2017 NA","10.1007/978-3-319-43394-3\_9","http://link.springer.com/content/pdf/10.1007/978-3-319-43394-3_9"
"STOTT DIANEE 2017 NA","10.1007/978-3-319-43394-3\_10","http://link.springer.com/content/pdf/10.1007/978-3-319-43394-3_10"
"WILLS SKYE 2017 NA","10.1007/978-3-319-43394-3\_11","http://link.springer.com/content/pdf/10.1007/978-3-319-43394-3_11"
"SOMENAHALLY ANIL 2017 NA","10.1007/978-3-319-43394-3\_12","http://link.springer.com/content/pdf/10.1007/978-3-319-43394-3_12"
"LEWIS KATIEL 2017 NA","10.1007/978-3-319-43394-3\_13","http://link.springer.com/content/pdf/10.1007/978-3-319-43394-3_13"
"BENBROOK CHARLESM 2017 NA","10.1007/978-3-319-43394-3\_19","http://link.springer.com/content/pdf/10.1007/978-3-319-43394-3_19"
"BUCKNER BILL 2017 NA","10.1007/978-3-319-43394-3\_23","http://link.springer.com/content/pdf/10.1007/978-3-319-43394-3_23"
"BREVIK ERICC 2017 NA","10.1007/978-3-319-43394-3\_24","http://link.springer.com/content/pdf/10.1007/978-3-319-43394-3_24"
"GRUNWALD SABINE 2017 NA","10.1007/978-3-319-43394-3\_28","http://link.springer.com/content/pdf/10.1007/978-3-319-43394-3_28"
"LEYTE-VIDAL JOSEPHINE 2017 NA","10.1007/978-3-319-43394-3\_32","http://link.springer.com/content/pdf/10.1007/978-3-319-43394-3_32"
"JEFFREY MICHAEL 2017 NA","10.1007/978-3-319-43394-3\_35","http://link.springer.com/content/pdf/10.1007/978-3-319-43394-3_35"
"BRYANT LARA 2017 NA","10.1007/978-3-319-43394-3\_37","http://link.springer.com/content/pdf/10.1007/978-3-319-43394-3_37"
"KOCH ANDREA 2017 NA","10.1007/978-3-319-43394-3\_39","http://link.springer.com/content/pdf/10.1007/978-3-319-43394-3_39"
"HERMANS SYRIEM 2017 APPL. ENVIRON. MICROBIOL.","10.1128/AEM.02826-16","https://syndication.highwire.org/content/doi/10.1128/AEM.02826-16"
"SPARDA ANDREW 2017 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2016.1254235","https://www.tandfonline.com/doi/pdf/10.1080/00103624.2016.1254235"
"KEENE CL 2017 AGRON. J.","10.2134/AGRONJ2016.05.0266","https://dl.sciencesocieties.org/publications/aj/pdfs/109/1/272"
"KUMAR DILEEP 2017 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2016.1261884","https://www.tandfonline.com/doi/pdf/10.1080/00103624.2016.1261884"
"CECAGNO DIEGO 2017 CIENC. RURAL","10.1590/0103-8478CR20150635","http://www.scielo.br/pdf/cr/v47n5/1678-4596-cr-47-05-e20150635.pdf"
